1, 0.254137353, 89.52%, 88.76%
2, 0.177474655, 90.36%, 89.66%
3, 0.161705603, 90.39%, 89.73%
4, 0.154591414, 90.42%, 89.75%
5, 0.150549317, 90.42%, 89.76%
6, 0.147953757, 90.42%, 89.78%
7, 0.146144293, 90.42%, 89.78%
8, 0.144803133, 90.42%, 89.78%
9, 0.143760343, 90.42%, 89.79%
10, 0.142917947, 90.42%, 89.81%
11, 0.142216162, 90.42%, 89.79%
12, 0.141616749, 90.42%, 89.79%
13, 0.141094344, 90.42%, 89.79%
14, 0.140631573, 90.42%, 89.79%
15, 0.140216199, 90.42%, 89.79%
16, 0.139839401, 90.42%, 89.79%
17, 0.139494640, 90.42%, 89.81%
18, 0.139177004, 90.42%, 89.81%
19, 0.138882697, 90.39%, 89.81%
20, 0.138608728, 90.39%, 89.81%
21, 0.138352690, 90.39%, 89.81%
22, 0.138112604, 90.39%, 89.81%
23, 0.137886796, 90.39%, 89.81%
24, 0.137673846, 90.39%, 89.81%
25, 0.137472522, 90.39%, 89.82%
26, 0.137281749, 90.39%, 89.84%
27, 0.137100533, 90.39%, 89.84%
28, 0.136928020, 90.39%, 89.84%
29, 0.136763432, 90.39%, 89.84%
30, 0.136606054, 90.39%, 89.85%
31, 0.136455249, 90.39%, 89.85%
32, 0.136310443, 90.42%, 89.85%
33, 0.136171092, 90.42%, 89.85%
34, 0.136036726, 90.42%, 89.85%
35, 0.135906908, 90.42%, 89.85%
36, 0.135781239, 90.42%, 89.85%
37, 0.135659368, 90.42%, 89.85%
38, 0.135540962, 90.45%, 89.84%
39, 0.135425744, 90.45%, 89.85%
40, 0.135313444, 90.45%, 89.85%
41, 0.135203828, 90.45%, 89.87%
42, 0.135096681, 90.45%, 89.87%
43, 0.134991799, 90.45%, 89.87%
44, 0.134889015, 90.42%, 89.87%
45, 0.134788161, 90.42%, 89.87%
46, 0.134689101, 90.42%, 89.87%
47, 0.134591705, 90.42%, 89.88%
48, 0.134495859, 90.42%, 89.91%
49, 0.134401453, 90.42%, 89.91%
50, 0.134308381, 90.42%, 89.90%
51, 0.134216564, 90.42%, 89.90%
52, 0.134125919, 90.42%, 89.90%
53, 0.134036361, 90.42%, 89.90%
54, 0.133947849, 90.42%, 89.90%
55, 0.133860300, 90.42%, 89.90%
56, 0.133773680, 90.42%, 89.90%
57, 0.133687920, 90.42%, 89.90%
58, 0.133602980, 90.42%, 89.90%
59, 0.133518817, 90.42%, 89.90%
60, 0.133435391, 90.48%, 89.91%
61, 0.133352673, 90.48%, 89.91%
62, 0.133270604, 90.48%, 89.91%
63, 0.133189175, 90.48%, 89.91%
64, 0.133108376, 90.52%, 89.93%
65, 0.133028149, 90.52%, 89.94%
66, 0.132948480, 90.52%, 89.94%
67, 0.132869346, 90.52%, 89.94%
68, 0.132790738, 90.52%, 90.00%
69, 0.132712610, 90.52%, 90.01%
70, 0.132634974, 90.52%, 90.03%
71, 0.132557794, 90.55%, 90.03%
72, 0.132481052, 90.55%, 90.04%
73, 0.132404746, 90.55%, 90.04%
74, 0.132328865, 90.55%, 90.04%
75, 0.132253379, 90.55%, 90.07%
76, 0.132178288, 90.58%, 90.10%
77, 0.132103572, 90.58%, 90.10%
78, 0.132029225, 90.58%, 90.12%
79, 0.131955239, 90.58%, 90.15%
80, 0.131881598, 90.61%, 90.15%
81, 0.131808315, 90.61%, 90.16%
82, 0.131735349, 90.61%, 90.18%
83, 0.131662717, 90.61%, 90.18%
84, 0.131590391, 90.61%, 90.18%
85, 0.131518377, 90.61%, 90.19%
86, 0.131446669, 90.61%, 90.21%
87, 0.131375246, 90.64%, 90.21%
88, 0.131304132, 90.64%, 90.21%
89, 0.131233298, 90.64%, 90.21%
90, 0.131162732, 90.64%, 90.21%
91, 0.131092455, 90.70%, 90.24%
92, 0.131022441, 90.70%, 90.25%
93, 0.130952690, 90.73%, 90.25%
94, 0.130883203, 90.76%, 90.25%
95, 0.130813971, 90.76%, 90.25%
96, 0.130744990, 90.79%, 90.25%
97, 0.130676255, 90.79%, 90.27%
98, 0.130607768, 90.79%, 90.27%
99, 0.130539502, 90.79%, 90.28%
100, 0.130471485, 90.79%, 90.30%
test accuracy = 90.79%, train accuracy = 90.30%
