1, 0.576675305, 62.79%, 63.57%
2, 0.522310358, 68.79%, 69.33%
3, 0.495334938, 72.27%, 71.81%
4, 0.477864576, 73.61%, 73.16%
5, 0.464748228, 74.58%, 74.21%
6, 0.454079932, 75.18%, 75.18%
7, 0.445001367, 75.94%, 75.85%
8, 0.437060598, 76.82%, 76.48%
9, 0.429988691, 77.30%, 76.72%
10, 0.423609346, 77.70%, 77.16%
11, 0.417798600, 78.33%, 77.78%
12, 0.412464538, 78.91%, 78.09%
13, 0.407536626, 79.45%, 78.49%
14, 0.402958936, 79.73%, 79.03%
15, 0.398686421, 80.33%, 79.54%
16, 0.394682139, 80.73%, 79.90%
17, 0.390915348, 81.00%, 80.15%
18, 0.387360372, 81.09%, 80.52%
19, 0.383995176, 81.30%, 80.75%
20, 0.380801251, 81.67%, 81.06%
21, 0.377762297, 81.88%, 81.30%
22, 0.374864562, 82.09%, 81.43%
23, 0.372095719, 82.48%, 81.64%
24, 0.369445182, 82.70%, 81.82%
25, 0.366903519, 83.00%, 82.03%
26, 0.364462396, 83.18%, 82.25%
27, 0.362114402, 83.39%, 82.40%
28, 0.359852835, 83.79%, 82.63%
29, 0.357671809, 83.88%, 83.00%
30, 0.355566003, 83.88%, 83.18%
31, 0.353530547, 84.06%, 83.36%
32, 0.351561046, 84.27%, 83.45%
33, 0.349653587, 84.39%, 83.61%
34, 0.347804416, 84.45%, 83.67%
35, 0.346010259, 84.58%, 83.73%
36, 0.344268152, 84.82%, 83.84%
37, 0.342575206, 84.97%, 83.93%
38, 0.340928898, 85.15%, 84.00%
39, 0.339326870, 85.18%, 84.12%
40, 0.337766868, 85.27%, 84.24%
41, 0.336246928, 85.48%, 84.39%
42, 0.334765181, 85.48%, 84.45%
43, 0.333319834, 85.76%, 84.54%
44, 0.331909220, 85.82%, 84.67%
45, 0.330531878, 86.06%, 84.73%
46, 0.329186381, 86.21%, 84.79%
47, 0.327871325, 86.24%, 84.85%
48, 0.326585521, 86.42%, 84.94%
49, 0.325327825, 86.42%, 85.07%
50, 0.324097072, 86.45%, 85.13%
51, 0.322892264, 86.52%, 85.21%
52, 0.321712388, 86.55%, 85.22%
53, 0.320556567, 86.64%, 85.33%
54, 0.319423984, 86.76%, 85.37%
55, 0.318313701, 86.94%, 85.37%
56, 0.317224973, 86.97%, 85.46%
57, 0.316157126, 86.94%, 85.54%
58, 0.315109392, 87.03%, 85.58%
59, 0.314081138, 87.03%, 85.69%
60, 0.313071735, 87.12%, 85.73%
61, 0.312080581, 87.12%, 85.79%
62, 0.311107118, 87.18%, 85.84%
63, 0.310150733, 87.24%, 85.94%
64, 0.309211000, 87.21%, 85.99%
65, 0.308287345, 87.24%, 86.03%
66, 0.307379327, 87.33%, 86.06%
67, 0.306486552, 87.42%, 86.09%
68, 0.305608514, 87.48%, 86.09%
69, 0.304744777, 87.52%, 86.19%
70, 0.303894959, 87.58%, 86.24%
71, 0.303058737, 87.58%, 86.31%
72, 0.302235747, 87.70%, 86.31%
73, 0.301425575, 87.67%, 86.34%
74, 0.300627821, 87.73%, 86.37%
75, 0.299842301, 87.79%, 86.37%
76, 0.299068655, 87.79%, 86.42%
77, 0.298306553, 87.97%, 86.48%
78, 0.297555764, 88.06%, 86.52%
79, 0.296816009, 88.09%, 86.54%
80, 0.296087027, 88.12%, 86.57%
81, 0.295368445, 88.15%, 86.64%
82, 0.294660016, 88.15%, 86.66%
83, 0.293961558, 88.21%, 86.72%
84, 0.293272899, 88.24%, 86.76%
85, 0.292593768, 88.27%, 86.84%
86, 0.291923895, 88.30%, 86.88%
87, 0.291263227, 88.30%, 86.90%
88, 0.290611386, 88.39%, 86.90%
89, 0.289968267, 88.45%, 86.93%
90, 0.289333680, 88.45%, 86.96%
91, 0.288707340, 88.52%, 86.99%
92, 0.288089195, 88.61%, 87.01%
93, 0.287479011, 88.67%, 87.04%
94, 0.286876669, 88.70%, 87.06%
95, 0.286281838, 88.70%, 87.18%
96, 0.285694583, 88.70%, 87.21%
97, 0.285114604, 88.70%, 87.24%
98, 0.284541817, 88.82%, 87.25%
99, 0.283976020, 88.88%, 87.30%
100, 0.283417216, 88.88%, 87.31%
test accuracy = 88.88%, train accuracy = 87.31%
